st_str,st_ID#,timer,depth_cmd,depth_ft,pitch_cmd,pitch_deg,rud_deg,h_deg,bce_cmd,bce_mm,batt_cmd,batt_mm,pitchRate_degs,depthRate_fps,sys_amps,sys_volts,int_PSI
 FLOAT_BROADCAST,08, 1518470085,  -1.0,   0.4,  30.0,   6.5,   0.0,   1.6, 320.0, 260.2,  73.0,  52.5,   0.6,  -0.0, 0.027, 26.74,   3.6                          
 FLOAT_BROADCAST,08, 1518470086,  -1.0,   0.5,  30.0,   7.0,   0.0,   1.5, 320.0, 270.1,  73.0,  55.0,   0.2,   0.0, 0.034, 26.66,   3.6                          
 FLOAT_BROADCAST,08, 1518470087,  -1.0,   0.5,  30.0,   7.1,   0.0,   1.2, 320.0, 285.5,  73.0,  58.1,  -0.1,  -0.5, 0.026, 26.53,   3.6                          
 FLOAT_BROADCAST,08, 1518470088,  -1.0,   0.4,  30.0,   6.8,   0.0,   0.8, 320.0, 292.8,  73.0,  60.6,  -0.7,   0.4, 0.030, 26.61,   3.5                          
 FLOAT_BROADCAST,08, 1518470089,  -1.0,   0.4,  30.0,   6.0,   0.0,   0.4, 320.0, 303.3,  73.0,  63.2,  -0.6,  -0.1, 0.035, 26.64,   3.5                          
 FLOAT_BROADCAST,08, 1518470090,  -1.0,   0.5,  30.0,   5.6,   0.0,   0.1, 320.0, 309.8,  73.0,  65.8,  -0.5,  -0.3, 0.023, 26.67,   3.5                          
 FLOAT_BROADCAST,08, 1518470091,  -1.0,   0.4,  30.0,   4.8,   0.0,   0.0, 320.0, 318.0,  73.0,  69.2,  -1.2,  -0.4, 0.034, 26.71,   3.5                          
 FLOAT_BROADCAST,08, 1518470092,  -1.0,   0.3,  30.0,   3.5,   0.0,   0.1, 320.0, 316.1,  73.0,  70.7,  -1.6,  -0.4, 0.027, 26.65,   3.5                          
 FLOAT_BROADCAST,08, 1518470093,  -1.0,   0.3,  30.0,   1.7,   0.0,   0.1, 320.0, 317.4,  73.0,  73.5,  -1.8,  -0.6, 0.027, 26.70,   3.5                          
        SIT_IDLE,00, 1518470094,  -1.0,  -0.0,  30.0,  -0.0,   0.0,   0.0, 320.0, 317.3,  73.0,  73.1,  -0.5,  -0.5, 0.034, 26.68,   3.4                          
 FLOAT_BROADCAST,08, 1518470104,  -1.0,  -0.1,  30.0,  -0.8,   0.0,   3.6, 320.0, 318.5,  73.0,  73.3,  -0.1,   0.1, 0.037, 26.65,   3.5                          
 FLOAT_BROADCAST,08, 1518470105,  -1.0,  -0.1,  30.0,  -0.8,   0.0,   4.0, 320.0, 318.9,  73.0,  73.1,  -0.0,  -0.2, 0.028, 26.69,   3.5                          
 FLOAT_BROADCAST,08, 1518470106,  -1.0,  -0.1,  30.0,  -0.8,   0.0,   4.6, 320.0, 319.4,  73.0,  72.8,  -0.0,   0.2, 0.026, 26.62,   3.5                          
 FLOAT_BROADCAST,08, 1518470107,  -1.0,  -0.1,  30.0,  -0.8,   0.0,   5.2, 320.0, 318.3,  73.0,  73.1,   0.1,  -0.1, 0.025, 26.65,   3.6                          
 FLOAT_BROADCAST,08, 1518470108,  -1.0,  -0.1,  30.0,  -0.8,   0.0,   5.4, 320.0, 318.5,  73.0,  73.1,  -0.0,  -0.0, 0.030, 26.71,   3.5                          
        SIT_IDLE,00, 1518470109,  -1.0,  -0.1,  30.0,  -0.8,   0.0,   5.5, 320.0, 319.6,  73.0,  73.2,   0.0,  -0.3, 0.030, 26.76,   3.5                          
            DIVE,03, 1518470114,   3.0,  -0.1, -30.0,  -0.8,   0.0,   5.3,  48.4, 317.3,  52.6,  72.6,  -0.0,   0.1, 0.023, 26.59,   3.6                          
            DIVE,03, 1518470115,   3.0,  -0.1, -30.0,  -0.8,   0.0,   5.1,  48.8, 302.1,  52.6,  69.5,   0.0,   0.1, 0.026, 26.66,   3.5                          
            DIVE,03, 1518470116,   3.0,  -0.1, -30.0,  -0.7,   0.0,   5.0,  48.5, 287.2,  52.7,  67.9,   0.1,  -0.5, 0.024, 26.70,   3.6                          
            DIVE,03, 1518470117,   3.0,  -0.1, -30.0,  -0.5,   0.0,   4.9,  48.2, 277.0,  52.8,  63.7,   0.2,   0.3, 0.025, 26.55,   3.5                          
            DIVE,03, 1518470119,   3.0,  -0.1, -30.0,  -0.3,   0.0,   4.9,  48.8, 263.1,  52.9,  61.1,   0.2,   0.1, 0.025, 26.59,   3.5                          
            DIVE,03, 1518470120,   3.0,  -0.0, -30.0,  -0.1,   0.0,   4.9,  49.5, 253.9,  53.0,  59.3,   0.1,  -0.4, 0.026, 26.57,   3.6                          
            DIVE,03, 1518470121,   3.0,  -0.0, -30.0,   0.0,   0.0,   4.9,  49.8, 241.8,  53.1,  56.1,   0.3,   0.1, 0.024, 26.62,   3.6                          
            DIVE,03, 1518470122,   3.0,  -0.0, -30.0,   0.3,   0.0,   4.9,  49.1, 227.3,  53.2,  53.5,   0.3,   0.1, 0.035, 26.64,   3.6                          
            DIVE,03, 1518470123,   3.0,  -0.0, -30.0,   0.4,   0.0,   5.1,  49.3, 215.6,  53.2,  53.3,  -0.1,   0.3, 0.032, 26.66,   3.5                          
            DIVE,03, 1518470124,   3.0,  -0.0, -30.0,   0.2,   0.0,   5.4,  49.7, 204.9,  53.0,  53.5,  -0.3,   0.0, 0.027, 26.51,   3.7                          
            DIVE,03, 1518470125,   3.0,  -0.0, -30.0,  -0.0,   0.0,   5.6,  49.7, 193.1,  53.0,  53.3,  -0.2,   0.2, 0.029, 26.47,   3.6                          
            DIVE,03, 1518470126,   3.0,  -0.1, -30.0,  -0.1,   0.0,   5.9,  47.7, 180.7,  52.9,  53.2,  -0.0,  -0.3, 0.023, 26.70,   3.7                          
            DIVE,03, 1518470127,   3.0,  -0.0, -30.0,  -0.2,   0.0,   6.2,  49.6, 167.8,  52.9,  53.5,  -0.1,   0.2, 0.027, 26.65,   3.6                          
            DIVE,03, 1518470128,   3.0,  -0.1, -30.0,  -0.4,   0.0,   6.6,  48.4, 157.7,  52.7,  53.1,  -0.3,   0.3, 0.028, 26.62,   3.7                          
            DIVE,03, 1518470129,   3.0,  -0.1, -30.0,  -0.8,   0.0,   7.2,  47.6, 145.6,  52.5,  53.2,  -0.5,   0.6, 0.025, 26.63,   3.7                          
            DIVE,03, 1518470130,   3.0,  -0.1, -30.0,  -1.4,   0.0,   7.6,  48.8, 134.1,  52.2,  52.7,  -0.6,   0.2, 0.028, 26.60,   3.7                          
            DIVE,03, 1518470131,   3.0,  -0.1, -30.0,  -2.0,   0.0,   8.3,  48.5, 120.3,  51.8,  52.2,  -0.7,   0.2, 0.025, 26.60,   3.7                          
            DIVE,03, 1518470132,   3.0,  -0.0, -30.0,  -2.8,   0.0,   9.1,  49.4, 108.5,  51.3,  51.9,  -1.0,   0.1, 0.029, 26.58,   3.7                          
            DIVE,03, 1518470133,   3.0,   0.1, -30.0,  -4.0,   0.0,   9.7,  51.1,  98.5,  50.7,  51.3,  -1.4,  -0.3, 0.028, 26.58,   3.7                          
            DIVE,03, 1518470134,   3.0,   0.0, -30.0,  -5.6,   0.0,  10.3,  50.8,  86.2,  49.8,  50.5,  -1.7,   0.6, 0.032, 26.45,   3.8                          
            DIVE,03, 1518470135,   3.0,   0.1, -30.0,  -7.2,   0.0,  10.9,  52.8,  75.1,  49.0,  49.3,  -1.7,  -0.5, 0.030, 26.67,   3.8                          
            DIVE,03, 1518470136,   3.0,   0.1, -30.0,  -9.0,   0.0,  11.4,  51.8,  67.5,  48.0,  48.8,  -1.9,  -0.2, 0.030, 26.54,   3.8                          
            DIVE,03, 1518470137,   3.0,   0.1, -30.0, -11.1,   0.0,  11.5,  52.8,  63.1,  47.0,  47.7,  -1.9,   0.3, 0.025, 26.52,   3.8                          
            DIVE,03, 1518470138,   3.0,   0.4, -30.0, -12.9,   0.0,  11.3,  58.7,  58.9,  46.1,  47.0,  -1.7,  -0.5, 0.030, 26.60,   3.8                          
            DIVE,03, 1518470139,   3.0,   0.4, -30.0, -14.5,   0.0,  11.2,  58.3,  58.3,  45.4,  45.9,  -1.3,  -0.0, 0.030, 26.59,   3.7                          
            DIVE,03, 1518470140,   3.0,   0.4, -30.0, -15.7,   0.0,  11.3,  58.9,  58.0,  44.9,  45.7,  -1.2,   1.0, 0.025, 26.59,   3.8                          
            DIVE,03, 1518470141,   3.0,   0.7, -30.0, -16.8,   0.0,  10.8,  64.7,  59.3,  44.3,  45.1,  -1.2,  -0.0, 0.027, 26.74,   3.7                          
            DIVE,03, 1518470142,   3.0,   0.9, -30.0, -18.0,   0.0,  10.2,  68.7,  62.3,  43.8,  44.3,  -1.0,  -0.9, 0.025, 26.66,   3.7                          
            DIVE,03, 1518470143,   3.0,   1.1, -30.0, -18.9,   0.0,   9.5,  72.1,  63.9,  43.3,  43.8,  -0.8,   0.5, 0.029, 26.54,   3.8                          
            DIVE,03, 1518470144,   3.0,   1.5, -30.0, -19.6,   0.0,   8.9,  79.8,  65.0,  43.1,  43.7,  -0.5,   0.0, 0.026, 26.61,   3.8                          
            DIVE,03, 1518470145,   3.0,   1.6, -30.0, -19.9,   0.0,   8.1,  81.7,  69.5,  43.0,  43.1,  -0.2,  -0.1, 0.025, 26.61,   3.8                          
            DIVE,03, 1518470146,   3.0,   1.8, -30.0, -20.0,   0.0,   7.8,  85.6,  73.7,  43.0,  43.1,   0.1,   0.7, 0.025, 26.59,   3.7                          
            DIVE,03, 1518470147,   3.0,   1.9, -30.0, -20.0,   0.0,   7.7,  89.0,  77.1,  43.0,  43.2,  -0.1,   0.9, 0.026, 26.55,   3.8                          
            DIVE,03, 1518470148,   3.0,   2.2, -30.0, -20.1,   0.0,   7.6, 110.0,  84.6,  42.9,  43.0,  -0.2,   0.6, 0.024, 26.68,   3.8                          
            DIVE,03, 1518470149,   3.0,   2.4, -30.0, -20.3,   0.0,   7.3, 110.0,  93.4,  42.8,  43.1,  -0.2,  -0.3, 0.025, 26.69,   3.8                          
            RISE,04, 1518470150,  -1.0,   2.6,  30.0, -20.6,   0.0,   6.8, 181.4,  99.0,  12.6,  43.3,  -0.3,   0.0, 0.028, 26.59,   3.7                          
            RISE,04, 1518470151,  -1.0,   2.7,  30.0, -20.8,   0.0,   5.8, 183.3, 106.8,  12.6,  40.9,   0.0,   0.6, 0.029, 26.70,   3.7                          
            RISE,04, 1518470152,  -1.0,   2.8,  30.0, -19.0,   0.0,   4.7, 186.3, 118.6,  14.3,  38.1,   3.3,  -0.1, 0.033, 26.63,   3.7                          
            RISE,04, 1518470153,  -1.0,   2.9,  30.0, -15.7,   0.0,   3.8, 187.3, 132.0,  16.0,  35.3,   3.4,  -0.2, 0.031, 26.58,   3.7                          
            RISE,04, 1518470154,  -1.0,   2.9,  30.0, -12.0,   0.0,   3.2, 188.9, 141.4,  18.0,  32.4,   4.0,   0.1, 0.028, 26.67,   3.7                          
            RISE,04, 1518470155,  -1.0,   2.9,  30.0,  -7.6,   0.0,   3.0, 188.8, 153.3,  20.5,  30.4,   5.0,   0.5, 0.034, 26.58,   3.7                          
            RISE,04, 1518470156,  -1.0,   2.9,  30.0,  -2.1,   0.0,   3.1, 188.8, 164.6,  23.4,  27.4,   6.0,  -0.5, 0.028, 26.60,   3.7                          
            RISE,04, 1518470157,  -1.0,   3.1,  30.0,   4.3,   0.0,   3.3, 192.4, 172.7,  26.8,  25.1,   6.7,  -0.1, 0.029, 26.58,   3.6                          
            RISE,04, 1518470158,  -1.0,   2.9,  30.0,  11.0,   0.0,   3.6, 188.6, 179.6,  30.1,  26.7,   6.5,   1.1, 0.032, 26.63,   3.6                          
            RISE,04, 1518470159,  -1.0,   2.8,  30.0,  17.5,   0.0,   3.6, 185.2, 180.0,  33.0,  29.5,   5.0,  -0.1, 0.030, 26.69,   3.7                          
            RISE,04, 1518470160,  -1.0,   2.7,  30.0,  21.8,   0.0,   3.5, 183.7, 180.8,  34.7,  31.7,   3.4,  -0.5, 0.028, 26.60,   3.6                          
            RISE,04, 1518470161,  -1.0,   2.4,  30.0,  24.6,   0.0,   3.3, 178.8, 182.3,  35.8,  33.8,   2.0,   0.0, 0.032, 26.56,   3.7                          
            RISE,04, 1518470162,  -1.0,   2.0,  30.0,  25.8,   0.0,   3.3, 170.2, 181.2,  35.9,  36.0,   0.2,  -0.3, 0.027, 26.59,   3.6                          
            RISE,04, 1518470163,  -1.0,   1.7,  30.0,  25.3,   0.0,   3.1, 163.5, 179.0,  35.4,  36.2,  -1.1,  -0.7, 0.028, 26.55,   3.7                          
            RISE,04, 1518470164,  -1.0,   1.3,  30.0,  24.1,   0.0,   3.4, 156.5, 172.5,  34.8,  35.2,  -1.2,  -1.1, 0.028, 26.63,   3.7                          
            RISE,04, 1518470165,  -1.0,   0.7,  30.0,  22.7,   0.0,   3.7, 144.6, 165.7,  33.5,  34.7,  -3.5,  -0.5, 0.025, 26.52,   3.7                          
 FLOAT_BROADCAST,08, 1518470166,  -1.0,   0.5,  30.0,  15.8,   0.0,   3.5, 320.0, 163.4,  73.0,  33.5,  -7.1,   0.1, 0.031, 26.59,   3.7                          
 FLOAT_BROADCAST,08, 1518470167,  -1.0,   0.3,  30.0,  11.3,   0.0,   3.2, 320.0, 172.9,  73.0,  36.6,  -2.2,  -0.2, 0.027, 26.53,   3.6                          
 FLOAT_BROADCAST,08, 1518470168,  -1.0,   0.2,  30.0,   8.4,   0.0,   2.6, 320.0, 184.0,  73.0,  38.7,  -3.9,   0.1, 0.032, 26.55,   3.6                          
 FLOAT_BROADCAST,08, 1518470169,  -1.0,   0.1,  30.0,   4.1,   0.0,   1.4, 320.0, 195.9,  73.0,  41.9,  -3.2,   0.2, 0.038, 26.57,   3.7                          
 FLOAT_BROADCAST,08, 1518470170,  -1.0,   0.0,  30.0,   1.6,   0.0,  -0.1, 320.0, 207.8,  73.0,  44.4,  -1.8,  -0.7, 0.030, 26.62,   3.6                          
 FLOAT_BROADCAST,08, 1518470171,  -1.0,  -0.0,  30.0,   0.4,   0.0,  -1.5, 320.0, 219.4,  73.0,  46.5,  -0.5,  -0.4, 0.028, 26.54,   3.6                          
 FLOAT_BROADCAST,08, 1518470172,  -1.0,  -0.1,  30.0,   0.2,   0.0,  -2.1, 320.0, 228.4,  73.0,  50.2,   0.1,   0.3, 0.027, 26.55,   3.6                          
 FLOAT_BROADCAST,08, 1518470173,  -1.0,  -0.1,  30.0,   0.5,   0.0,  -1.8, 320.0, 241.7,  73.0,  52.7,   0.5,   0.5, 0.028, 26.56,   3.6                          
 FLOAT_BROADCAST,08, 1518470174,  -1.0,  -0.1,  30.0,   0.9,   0.0,  -1.2, 320.0, 254.5,  73.0,  55.0,   0.4,   0.5, 0.032, 26.62,   3.5                          
 FLOAT_BROADCAST,08, 1518470175,  -1.0,  -0.0,  30.0,   1.1,   0.0,  -0.4, 320.0, 262.8,  73.0,  58.3,  -0.1,   0.1, 0.032, 26.53,   3.5                          
 FLOAT_BROADCAST,08, 1518470176,  -1.0,   0.0,  30.0,   1.0,   0.0,   0.3, 320.0, 277.5,  73.0,  60.6,  -0.2,   0.2, 0.027, 26.62,   3.5                          
 FLOAT_BROADCAST,08, 1518470177,  -1.0,  -0.0,  30.0,   0.7,   0.0,   1.2, 320.0, 288.6,  73.0,  62.8,  -0.3,  -0.7, 0.031, 26.64,   3.6                          
 FLOAT_BROADCAST,08, 1518470178,  -1.0,  -0.1,  30.0,   0.4,   0.0,   2.4, 320.0, 301.0,  73.0,  66.6,  -0.1,   0.1, 0.026, 26.68,   3.6                          
 FLOAT_BROADCAST,08, 1518470179,  -1.0,  -0.1,  30.0,   0.3,   0.0,   3.3, 320.0, 305.3,  73.0,  68.9,  -0.2,  -0.5, 0.024, 26.64,   3.5                          
 FLOAT_BROADCAST,08, 1518470180,  -1.0,  -0.0,  30.0,   0.1,   0.0,   3.9, 320.0, 314.1,  73.0,  71.6,  -0.2,   0.2, 0.032, 26.55,   3.5                          
 FLOAT_BROADCAST,08, 1518470181,  -1.0,  -0.0,  30.0,  -0.1,   0.0,   4.4, 320.0, 316.3,  73.0,  72.7,  -0.3,  -0.8, 0.029, 26.66,   3.5                          
 FLOAT_BROADCAST,08, 1518470182,  -1.0,  -0.1,  30.0,  -0.3,   0.0,   4.7, 320.0, 316.9,  73.0,  73.1,  -0.1,   0.2, 0.029, 26.61,   3.5                          
 FLOAT_BROADCAST,08, 1518470183,  -1.0,  -0.2,  30.0,  -0.4,   0.0,   5.1, 320.0, 317.4,  73.0,  73.1,   0.0,  -0.0, 0.025, 26.58,   3.5                          
 FLOAT_BROADCAST,08, 1518470184,  -1.0,  -0.1,  30.0,  -0.4,   0.0,   5.4, 320.0, 317.1,  73.0,  73.1,  -0.0,   0.1, 0.026, 26.68,   3.5                          
 FLOAT_BROADCAST,08, 1518470185,  -1.0,  -0.1,  30.0,  -0.4,   0.0,   5.7, 320.0, 318.4,  73.0,  72.9,  -0.0,  -0.7, 0.026, 26.57,   3.6                          
 FLOAT_BROADCAST,08, 1518470186,  -1.0,  -0.2,  30.0,  -0.4,   0.0,   6.1, 320.0, 318.4,  73.0,  72.9,  -0.0,   0.3, 0.025, 26.68,   3.5                          
 FLOAT_BROADCAST,08, 1518470187,  -1.0,  -0.0,  30.0,  -0.6,   0.0,   7.0, 320.0, 318.3,  73.0,  73.1,  -0.0,   0.4, 0.027, 26.63,   3.4                          
 FLOAT_BROADCAST,08, 1518470188,  -1.0,  -0.1,  30.0,  -0.4,   0.0,   9.1, 320.0, 318.4,  73.0,  72.9,   0.2,  -0.2, 0.024, 26.54,   3.4                          
 FLOAT_BROADCAST,08, 1518470189,  -1.0,  -0.1,  30.0,  -0.2,   0.0,  11.1, 320.0, 317.9,  73.0,  73.1,   0.1,  -0.3, 0.028, 26.64,   3.5                          
 FLOAT_BROADCAST,08, 1518470190,  -1.0,  -0.2,  30.0,  -0.3,   0.0,  12.2, 320.0, 318.4,  73.0,  72.8,  -0.1,   0.3, 0.026, 26.59,   3.6                          
 FLOAT_BROADCAST,08, 1518470191,  -1.0,  -0.1,  30.0,  -0.3,   0.0,  12.2, 320.0, 319.3,  73.0,  72.9,  -0.0,  -0.5, 0.028, 26.45,   3.4                          
        SIT_IDLE,00, 1518470192,  -1.0,  -0.0,  30.0,  -0.3,   0.0,  11.4, 320.0, 319.1,  73.0,  72.9,   0.1,   0.3, 0.022, 26.59,   3.5                          
            DIVE,03, 1518470279,  -1.0,   0.0,  30.0,  -0.7,   0.0,   3.3, 320.0, 318.3,  73.0,  72.7,   0.0,   0.1, 0.038, 26.48,   3.5                          
 FLOAT_BROADCAST,08, 1518470280,  -1.0,   0.0,  30.0,  -0.8,   0.0,   2.9, 320.0, 315.2,  73.0,  71.7,  -0.2,   0.6, 0.041, 26.73,   3.5                          
 FLOAT_BROADCAST,08, 1518470281,  -1.0,   0.1,  30.0,  -1.0,   0.0,   2.3, 320.0, 316.9,  73.0,  73.1,  -0.1,  -0.2, 0.037, 26.68,   3.5                          
 FLOAT_BROADCAST,08, 1518470282,  -1.0,   0.0,  30.0,  -1.0,   0.0,   1.6, 320.0, 317.9,  73.0,  73.5,   0.1,   0.1, 0.025, 26.67,   3.6                          
 FLOAT_BROADCAST,08, 1518470283,  -1.0,  -0.2,  30.0,  -0.8,   0.0,   1.2, 320.0, 317.9,  73.0,  73.1,  -0.0,  -0.1, 0.032, 26.63,   3.5                          
 FLOAT_BROADCAST,08, 1518470284,  -1.0,   0.0,  30.0,  -0.9,   0.0,   1.1, 320.0, 318.9,  73.0,  73.5,  -0.1,   0.1, 0.030, 26.78,   3.5                          
 FLOAT_BROADCAST,08, 1518470285,  -1.0,   0.1,  30.0,  -1.0,   0.0,   1.0, 320.0, 317.9,  73.0,  73.1,   0.0,   0.3, 0.024, 26.68,   3.6                          
 FLOAT_BROADCAST,08, 1518470286,  -1.0,  -0.1,  30.0,  -0.9,   0.0,   0.7, 320.0, 316.5,  73.0,  73.3,   0.1,   0.1, 0.030, 26.65,   3.5                          
 FLOAT_BROADCAST,08, 1518470287,  -1.0,   0.0,  30.0,  -0.8,   0.0,   0.4, 320.0, 319.4,  73.0,  73.4,  -0.0,   0.2, 0.027, 26.79,   3.6                          
        SIT_IDLE,00, 1518470288,  -1.0,   0.0,  30.0,  -0.8,   0.0,   0.4, 320.0, 320.0,  73.0,  72.9,  -0.0,  -0.1, 0.022, 26.67,   3.5                          
 FLOAT_BROADCAST,08, 1518470336,  -1.0,  -0.1,  30.0,  -0.8,   0.0,  -5.2, 320.0, 315.2,  73.0,  71.8,  -0.0,  -0.3, 0.032, 26.56,   3.5                          
 FLOAT_BROADCAST,08, 1518470337,  -1.0,  -0.0,  30.0,  -0.8,   0.0,  -5.1, 320.0, 317.1,  73.0,  72.3,  -0.0,   0.4, 0.032, 26.62,   3.5                          
 FLOAT_BROADCAST,08, 1518470338,  -1.0,  -0.1,  30.0,  -0.9,   0.0,  -5.0, 320.0, 317.9,  73.0,  73.1,  -0.1,   0.3, 0.026, 26.64,   3.5                          
 FLOAT_BROADCAST,08, 1518470339,  -1.0,  -0.1,  30.0,  -0.9,   0.0,  -5.1, 320.0, 317.9,  73.0,  73.4,  -0.0,   0.2, 0.035, 26.52,   3.5                          
 FLOAT_BROADCAST,08, 1518470340,  -1.0,  -0.1,  30.0,  -0.9,   0.0,  -4.9, 320.0, 315.7,  73.0,  72.9,   0.0,   0.1, 0.025, 26.57,   3.5                          
 FLOAT_BROADCAST,08, 1518470341,  -1.0,  -0.2,  30.0,  -0.9,   0.0,  -4.8, 320.0, 316.6,  73.0,  73.2,   0.0,   0.4, 0.035, 26.58,   3.6                          
        SIT_IDLE,00, 1518470342,  -1.0,  -0.1,  30.0,  -0.8,   0.0,  -4.6, 320.0, 320.5,  73.0,  73.1,   0.0,   0.1, 0.041, 26.51,   3.5                          
            DIVE,03, 1518470363,   3.0,  -0.0, -30.0,  -0.9,   0.0,  -2.6,  49.2, 317.9,  52.6,  72.8,   0.0,  -0.4, 0.034, 26.68,   3.5                          
            DIVE,03, 1518470364,   3.0,  -0.2, -30.0,  -0.8,   0.0,  -3.3,  46.9, 303.8,  52.6,  69.8,   0.0,   0.0, 0.031, 26.64,   3.5                          
            DIVE,03, 1518470365,   3.0,  -0.0, -30.0,  -0.8,   0.0,  -3.7,  49.2, 291.2,  52.7,  68.1,   0.1,   0.1, 0.027, 26.77,   3.6                          
            DIVE,03, 1518470366,   3.0,  -0.0, -30.0,  -0.6,   0.0,  -4.0,  49.8, 280.2,  52.8,  63.8,   0.2,  -0.3, 0.028, 26.48,   3.5                          
            DIVE,03, 1518470367,   3.0,  -0.1, -30.0,  -0.3,   0.0,  -4.2,  48.7, 264.3,  52.9,  61.5,   0.2,   0.3, 0.034, 26.73,   3.6                          
            DIVE,03, 1518470368,   3.0,  -0.0, -30.0,  -0.1,   0.0,  -4.3,  49.8, 255.5,  53.0,  59.5,   0.2,   0.0, 0.022, 26.63,   3.6                          
            DIVE,03, 1518470369,   3.0,  -0.1, -30.0,   0.0,   0.0,  -4.3,  48.2, 242.7,  53.1,  56.4,   0.2,   0.2, 0.030, 26.71,   3.6                          
            DIVE,03, 1518470370,   3.0,  -0.0, -30.0,   0.3,   0.0,  -4.4,  49.3, 229.2,  53.2,  53.6,   0.2,  -0.0, 0.029, 26.53,   3.6                          
            DIVE,03, 1518470371,   3.0,  -0.0, -30.0,   0.5,   0.0,  -4.5,  50.0, 218.4,  53.2,  53.2,   0.0,   0.1, 0.033, 26.63,   3.6                          
            DIVE,03, 1518470372,   3.0,  -0.0, -30.0,   0.3,   0.0,  -4.5,  49.7, 206.9,  53.1,  53.1,  -0.3,   0.0, 0.026, 26.61,   3.7                          
            DIVE,03, 1518470373,   3.0,  -0.1, -30.0,   0.0,   0.0,  -4.5,  48.8, 194.7,  53.0,  53.2,  -0.2,  -0.1, 0.029, 26.62,   3.6                          
            DIVE,03, 1518470374,   3.0,  -0.1, -30.0,  -0.1,   0.0,  -4.6,  48.6, 182.4,  52.9,  53.2,  -0.1,   0.3, 0.027, 26.56,   3.7                          
            DIVE,03, 1518470375,   3.0,  -0.1, -30.0,  -0.2,   0.0,  -4.7,  48.6, 170.6,  52.9,  53.1,  -0.1,   0.1, 0.032, 26.58,   3.6                          
            DIVE,03, 1518470376,   3.0,  -0.1, -30.0,  -0.4,   0.0,  -4.9,  48.9, 160.2,  52.7,  53.0,  -0.3,   0.2, 0.029, 26.71,   3.7                          
            DIVE,03, 1518470377,   3.0,  -0.1, -30.0,  -0.8,   0.0,  -5.2,  48.6, 148.3,  52.5,  53.0,  -0.5,   0.2, 0.028, 26.68,   3.7                          
            DIVE,03, 1518470378,   3.0,  -0.0, -30.0,  -1.4,   0.0,  -5.5,  49.0, 135.4,  52.1,  52.7,  -0.7,   0.2, 0.028, 26.51,   3.8                          
            DIVE,03, 1518470379,   3.0,  -0.1, -30.0,  -2.2,   0.0,  -5.8,  49.0, 123.1,  51.7,  52.2,  -0.9,  -0.2, 0.027, 26.60,   3.8                          
            DIVE,03, 1518470380,   3.0,  -0.1, -30.0,  -3.1,   0.0,  -6.1,  48.7, 111.8,  51.2,  51.9,  -1.1,   0.1, 0.028, 26.52,   3.7                          
            DIVE,03, 1518470381,   3.0,   0.0, -30.0,  -4.4,   0.0,  -6.4,  50.3, 100.6,  50.4,  51.0,  -1.5,   0.1, 0.023, 26.64,   3.8                          
            DIVE,03, 1518470382,   3.0,   0.0, -30.0,  -6.1,   0.0,  -6.7,  50.9,  88.5,  49.6,  50.3,  -1.6,  -0.1, 0.028, 26.57,   3.8                          
            DIVE,03, 1518470383,   3.0,   0.1, -30.0,  -7.7,   0.0,  -7.0,  52.8,  76.7,  48.7,  49.2,  -1.7,  -0.3, 0.025, 26.64,   3.8                          
            DIVE,03, 1518470384,   3.0,   0.1, -30.0,  -9.5,   0.0,  -7.5,  51.5,  69.4,  47.7,  48.1,  -2.0,   0.1, 0.027, 26.68,   3.9                          
            DIVE,03, 1518470385,   3.0,   0.2, -30.0, -11.6,   0.0,  -8.0,  54.2,  64.2,  46.6,  47.5,  -2.2,   0.4, 0.036, 26.56,   3.9                          
            DIVE,03, 1518470386,   3.0,   0.3, -30.0, -13.9,   0.0,  -8.5,  56.1,  60.3,  45.5,  46.8,  -2.2,   1.5, 0.030, 26.69,   3.8                          
            DIVE,03, 1518470387,   3.0,   0.6, -30.0, -15.9,   0.0,  -9.0,  61.7,  58.8,  44.6,  45.5,  -1.8,   0.4, 0.025, 26.65,   3.8                          
            DIVE,03, 1518470388,   3.0,   0.7, -30.0, -17.5,   0.0,  -9.5,  63.5,  58.9,  43.9,  44.8,  -1.3,   0.5, 0.029, 26.63,   3.8                          
            DIVE,03, 1518470389,   3.0,   0.8, -30.0, -18.7,   0.0,  -9.9,  65.8,  62.0,  43.4,  44.0,  -1.1,  -0.7, 0.027, 26.71,   3.8                          
            DIVE,03, 1518470390,   3.0,   0.9, -30.0, -19.9,   0.0, -10.6,  68.0,  62.9,  42.8,  43.3,  -1.2,  -0.1, 0.026, 26.71,   3.8                          
            DIVE,03, 1518470391,   3.0,   1.2, -30.0, -21.1,   0.0, -11.3,  73.1,  64.4,  42.2,  42.6,  -1.2,   0.3, 0.027, 26.68,   3.8                          
            DIVE,03, 1518470392,   3.0,   1.4, -30.0, -22.1,   0.0, -11.9,  78.8,  66.8,  41.8,  42.4,  -0.8,  -0.2, 0.030, 26.58,   3.8                          
            DIVE,03, 1518470393,   3.0,   1.7, -30.0, -22.6,   0.0, -12.6,  83.2,  71.4,  41.7,  42.0,  -0.1,   0.1, 0.026, 26.56,   3.8                          
            DIVE,03, 1518470394,   3.0,   1.9, -30.0, -22.4,   0.0, -13.2,  87.6,  74.4,  41.9,  41.9,   0.4,   0.2, 0.031, 26.62,   3.8                          
